"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000121964","Developmental","SCZ","isoTWAS","GTDC1","ENST00000392867",2,143938068,144332568,"protein_coding",-4.085684802,4.39e-05,0.021978022,0.030035325,"rs12991836",2.71e-13,0.000108099456600729,0.000851430658536321,0.0006585
"ENSG00000183864","Developmental","SCZ","isoTWAS","TOB2","ENST00000434408",22,41433494,41446801,"protein_coding",5.478171575,4.3e-08,0.025974026,0.014418667,"rs5751191",2.75e-13,7.98366667403004e-08,2.13678932756502e-06,4.3e-08
"ENSG00000167077","Developmental","SCZ","isoTWAS","MEI1","ENST00000423900",22,41699503,41799456,"protein_coding",7.874209334,3.43e-15,0.003996004,0.017417413,"rs5751191",2.75e-13,1.04482843773345e-14,1.25839448929702e-12,6.86e-15
"ENSG00000159958","Developmental","SCZ","isoTWAS","TNFRSF13C","ENST00000291232",22,41922032,41926806,"protein_coding",5.222419856,1.77e-07,0.003996004,0.013168278,"rs5751191",2.75e-13,1.77000000004078e-07,4.28919369379252e-06,0
"ENSG00000247596","Developmental","SCZ","isoTWAS","TWF2","ENST00000499914",3,52228612,52246788,"protein_coding",-8.458089133,2.72e-17,0.038961039,0.034270292,"rs648514",2.84e-13,8.15999999999929e-17,1.44718945054933e-14,5.44e-17
"ENSG00000196391","Developmental","SCZ","isoTWAS","ZNF774","ENST00000354377",15,90352284,90369146,"protein_coding",4.189427368,2.8e-05,0.027972028,0.109526558,"rs1894400",2.84e-13,5.59323598568672e-05,0.000516414391149874,2.8e-05
"ENSG00000275345","Developmental","SCZ","isoTWAS","","ENST00000610689",15,90281858,90282270,"lncRNA",-4.141471635,3.45e-05,0.027972028,0.012288994,"rs1894400",2.84e-13,3.45000000000222e-05,0.000354860080390309,0
"ENSG00000184056","Developmental","SCZ","isoTWAS","VPS33B","ENST00000554660",15,90998673,91022603,"protein_coding",3.494645963,0.000474691,0.020979021,0.014829979,"rs1894400",2.84e-13,0.000967514334012018,0.00420348858527136,0.002373455
"ENSG00000279980","Developmental","SCZ","isoTWAS","","ENST00000624044",15,90347587,90349437,"TEC",-4.16868598,3.06e-05,0.01998002,0.014571889,"rs1894400",2.84e-13,3.06000000000096e-05,0.000322148336595013,0
"ENSG00000261147","Developmental","SCZ","isoTWAS","","ENST00000561573",15,90249556,90272208,"protein_coding",-4.761484481,1.92e-06,0.013986014,0.048492535,"rs1894400",2.84e-13,1.92000000003439e-06,3.30350533054957e-05,0
"ENSG00000196547","Developmental","SCZ","isoTWAS","MAN2A2","ENST00000560616",15,90902218,90922584,"protein_coding",4.654705952,3.24e-06,0.011988012,0.041119801,"rs1894400",2.84e-13,4.80809103500379e-05,0.000459430320982393,4.536e-05
"ENSG00000182054","Developmental","SCZ","isoTWAS","IDH2","ENST00000330062",15,90083045,90102477,"protein_coding",-4.973931347,6.56e-07,0.00999001,0.011355193,"rs1894400",2.84e-13,1.31196218965449e-06,2.40337772744993e-05,6.56e-07
"ENSG00000173114","Developmental","SCZ","isoTWAS","LRRN3","ENST00000422987",7,111091006,111125454,"protein_coding",-4.923099365,8.52e-07,0.047952048,0.03817345,"rs7810543",4.36e-13,4.25486527873133e-06,6.37006222017114e-05,3.408e-06
"ENSG00000151503","Developmental","SCZ","isoTWAS","NCAPD3","ENST00000532445",11,134150113,134225504,"protein_coding",-4.897670026,9.7e-07,0.047952048,0.040940854,"rs7122746",4.9e-13,1.13280202771227e-05,0.000144824845802415,1.067e-05
"ENSG00000149328","Developmental","SCZ","isoTWAS","GLB1L2","ENST00000529077",11,134331874,134378341,"protein_coding",-5.191496582,2.09e-07,0.033966034,0.031175744,"rs7122746",4.9e-13,6.26997786947055e-07,1.27766632367911e-05,4.18e-07
"ENSG00000080854","Developmental","SCZ","isoTWAS","IGSF9B","ENST00000533160",11,133896438,133956968,"protein_coding",-5.963142883,2.47e-09,0.014985015,0.035473271,"rs7122746",4.9e-13,7.40999791299896e-09,2.64579549375863e-07,4.94e-09
"ENSG00000055955","Developmental","SCZ","isoTWAS","ITIH4","ENST00000461966",3,52812962,52830688,"protein_coding",-7.36939833,1.71e-13,0.000999001,0.04082233,"rs13083728",6.2e-13,8.70121281463418e-13,7.71587217666929e-11,1.197e-12
"ENSG00000101442","Developmental","SCZ","isoTWAS","ACTR5","ENST00000243903",20,38748460,38772520,"protein_coding",4.138961585,3.49e-05,0.024975025,0.078029593,"rs2246672",7.45e-13,3.49000000000488e-05,0.000357619746032246,0
"ENSG00000196756","Developmental","SCZ","isoTWAS","SNHG17","ENST00000658051",20,38419638,38435409,"lncRNA",-5.134027648,2.84e-07,0.023976024,0.022306202,"rs2246672",7.45e-13,1.23615469218114e-09,5.18189625379519e-08,5.964e-06
"ENSG00000196756","Developmental","SCZ","isoTWAS","SNHG17","ENST00000665233",20,38419638,38435409,"lncRNA",-6.553379269,5.62e-11,0.004995005,0.066189411,"rs2246672",7.45e-13,1.23615469218114e-09,5.18189625379519e-08,1.1802e-09
"ENSG00000049167","Developmental","SCZ","isoTWAS","ERCC8","ENST00000477893",5,60866454,60945073,"protein_coding",5.288010308,1.24e-07,0.01998002,0.010454639,"rs12523278",1e-12,1.06236555108992e-06,2.00298103142993e-05,1.116e-06
"ENSG00000198839","Developmental","SCZ","isoTWAS","ZNF277","ENST00000361822",7,112206695,112343934,"protein_coding",-7.159734697,8.08e-13,0.000999001,0.036471407,"rs2109299",1.03e-12,4.84813040248276e-12,3.62240632248469e-10,4.04e-12
"ENSG00000150967","Developmental","SCZ","isoTWAS","ABCB9","ENST00000542678",12,122920951,122981649,"protein_coding",-7.004518015,2.48e-12,0.020979021,0.492660467,"rs10773000",1.06e-12,6.9462461497131e-12,5.02715096906815e-10,3.224e-11
"ENSG00000182196","Developmental","SCZ","isoTWAS","ARL6IP4","ENST00000315580",12,122980060,122982913,"protein_coding",-7.872072275,3.49e-15,0.017982018,0.154248488,"rs10773000",1.06e-12,2.3490999734762e-14,2.68880315403775e-12,4.886e-14
"ENSG00000229212","Developmental","SCZ","isoTWAS","","ENST00000558470",15,85208477,85209871,"transcribed_unprocessed_pseudogene",5.271235813,1.36e-07,0.000999001,0.014733884,"rs1051168",1.25e-12,4.11050109787414e-08,1.19530409402866e-06,5.44e-07
"ENSG00000225151","Developmental","SCZ","isoTWAS","GOLGA2P7","ENST00000316967",15,84203866,84205319,"transcribed_unprocessed_pseudogene",5.483569024,4.17e-08,0.026973027,0.076379219,"rs11637142",2.52e-12,1.49741073683336e-07,3.72368441937652e-06,2.919e-07
"ENSG00000225151","Developmental","SCZ","isoTWAS","GOLGA2P7","ENST00000559668",15,84203866,84205319,"transcribed_unprocessed_pseudogene",5.489787962,4.02e-08,0.018981019,0.295645569,"rs11637142",2.52e-12,1.49741073683336e-07,3.72368441937652e-06,2.814e-07
"ENSG00000144381","Developmental","SCZ","isoTWAS","HSPD1","ENST00000476746",2,197486584,197516737,"protein_coding",-6.623634349,3.5e-11,0.01998002,0.039050711,"rs4550664",2.83e-12,3.10911823449976e-10,1.56806434958099e-08,2.8e-10
"ENSG00000115524","Developmental","SCZ","isoTWAS","SF3B1","ENST00000479532",2,197388515,197435079,"protein_coding",7.460145481,8.64e-14,0.003996004,0.012420823,"rs4550664",2.83e-12,1.03666959201665e-12,8.75958667306635e-11,9.504e-13
"ENSG00000065413","Developmental","SCZ","isoTWAS","ANKRD44","ENST00000463879",2,196967017,197311173,"protein_coding",-7.626644576,2.41e-14,0.003996004,0.038438189,"rs4550664",2.83e-12,1.92968219341695e-13,1.86485873769797e-11,1.687e-13
"ENSG00000115524","Developmental","SCZ","isoTWAS","SF3B1","ENST00000487698",2,197388515,197435079,"protein_coding",4.94432432,7.64e-07,0.000999001,0.02024194,"rs4550664",2.83e-12,1.03666959201665e-12,8.75958667306635e-11,6.876e-06
"ENSG00000144381","Developmental","SCZ","isoTWAS","HSPD1","ENST00000452200",2,197486584,197516737,"protein_coding",-5.085762903,3.66e-07,0.000999001,0.014096478,"rs4550664",2.83e-12,3.10911823449976e-10,1.56806434958099e-08,2.196e-06
"ENSG00000076555","Developmental","SCZ","isoTWAS","ACACB","ENST00000534852",12,109116587,109268226,"protein_coding",-4.952476539,7.33e-07,0.010989011,0.023652256,"rs12296821",2.85e-12,6.93563034139941e-06,9.55885039110547e-05,6.597e-06
"ENSG00000242193","Developmental","SCZ","isoTWAS","CRYZL2P","ENST00000481349",1,178006136,178037950,"transcribed_unitary_pseudogene",-4.165165851,3.11e-05,0.024975025,0.055223613,"rs16851048",3.06e-12,9.27035085934601e-05,0.000760118130579184,6.22e-05
"ENSG00000104756","Developmental","SCZ","isoTWAS","KCTD9","ENST00000522493",8,25427847,25458476,"protein_coding",3.966764021,7.29e-05,0.013986014,0.01935824,"rs17310286",5.46e-12,0.000675865456578751,0.00326287544233457,0.0006561
"ENSG00000119041","Developmental","SCZ","isoTWAS","GTF3C3","ENST00000263956",2,196763035,196799725,"protein_coding",5.166328843,2.39e-07,0.031968032,0.027566284,"rs1429412",7.49e-12,1.61087805297588e-06,2.85691877988767e-05,1.434e-06
"ENSG00000144395","Developmental","SCZ","isoTWAS","CCDC150","ENST00000463826",2,196639554,196763490,"protein_coding",-5.903501439,3.56e-09,0.010989011,0.026038223,"rs1429412",7.49e-12,1.06883359214498e-12,8.93777478944445e-11,1.78e-08
"ENSG00000243989","Developmental","SCZ","isoTWAS","ACY1","ENST00000636880",3,51983340,51989197,"protein_coding",7.152637808,8.51e-13,0.000999001,0.019212049,"rs1075653",9.36e-12,8.64265473027308e-20,2.32473007819795e-17,5.957e-12
"ENSG00000243989","Developmental","SCZ","isoTWAS","ACY1","ENST00000638077",3,51983340,51989197,"protein_coding",7.273531186,3.5e-13,0.000999001,0.055864459,"rs1075653",9.36e-12,8.64265473027308e-20,2.32473007819795e-17,2.8e-12
"ENSG00000267127","Developmental","SCZ","isoTWAS","","ENST00000569722",18,80034346,80097088,"protein_coding",-5.328041587,9.93e-08,0.04995005,0.144337897,"rs11665111",1.44e-11,2.07427258985101e-07,4.89425224087799e-06,2.979e-07
"ENSG00000280987","Developmental","SCZ","isoTWAS","","ENST00000504203",5,139273752,139331671,"protein_coding",-5.311469846,1.09e-07,0.044955045,0.03919105,"rs11956240",2.28e-11,2.08976201197123e-08,6.58724006078197e-07,6.54e-07
"ENSG00000120727","Developmental","SCZ","isoTWAS","PAIP2","ENST00000265192",5,139341587,139369720,"protein_coding",-5.484075108,4.16e-08,0.016983017,0.03922565,"rs11956240",2.28e-11,3.00887000746209e-11,1.96599809920772e-09,2.08e-07
"ENSG00000170469","Developmental","SCZ","isoTWAS","SPATA24","ENST00000450845",5,139396563,139404089,"protein_coding",4.003943989,6.23e-05,0.00999001,0.014116426,"rs11956240",2.28e-11,4.63982737308971e-09,1.7174810544563e-07,6.23e-05
"ENSG00000120725","Developmental","SCZ","isoTWAS","SIL1","ENST00000509534",5,138946724,139293557,"protein_coding",-6.457946268,1.06e-10,0.005994006,0.05076472,"rs11956240",2.28e-11,8.4797948018053e-10,3.77012144094589e-08,7.42e-10
"ENSG00000120727","Developmental","SCZ","isoTWAS","PAIP2","ENST00000510080",5,139341587,139369720,"protein_coding",-5.424155168,5.82e-08,0.003996004,0.042194128,"rs11956240",2.28e-11,3.00887000746209e-11,1.96599809920772e-09,2.328e-07
"ENSG00000044115","Developmental","SCZ","isoTWAS","CTNNA1","ENST00000519113",5,138610967,138935034,"protein_coding",-4.206696239,2.59e-05,0.002997003,0.010212726,"rs11956240",2.28e-11,2.7005902203413e-08,8.25470181175914e-07,0.0006475
"ENSG00000120733","Developmental","SCZ","isoTWAS","KDM3B","ENST00000507996",5,138352685,138437028,"protein_coding",-5.72398654,1.04e-08,0.002997003,0.054900917,"rs11956240",2.28e-11,5.19998572405653e-08,1.48011586597087e-06,4.16e-08
"ENSG00000137171","Developmental","SCZ","isoTWAS","KLC4","ENST00000394056",6,43040777,43075095,"protein_coding",4.17426498,2.99e-05,0.04995005,0.015158616,"rs6938026",2.36e-11,0.000311134936618061,0.00186461446048232,0.000299
"ENSG00000171462","Developmental","SCZ","isoTWAS","DLK2","ENST00000357338",6,43450352,43456632,"protein_coding",-4.207389784,2.58e-05,0.03996004,0.046914559,"rs6938026",2.36e-11,7.71623210935888e-05,0.000661701753522545,5.16e-05
"ENSG00000146215","Developmental","SCZ","isoTWAS","CRIP3","ENST00000372569",6,43299710,43308826,"protein_coding",-4.770263386,1.84e-06,0.028971029,0.032856148,"rs6938026",2.36e-11,5.51973643731427e-06,7.9114588243175e-05,3.68e-06
"ENSG00000112655","Developmental","SCZ","isoTWAS","PTK7","ENST00000470019",6,43076307,43161719,"protein_coding",3.803652679,0.000142578,0.025974026,0.026789842,"rs6938026",2.36e-11,0.000185670385775902,0.00127430576145926,0.001568358
"ENSG00000112651","Developmental","SCZ","isoTWAS","MRPL2","ENST00000491898",6,43054029,43059438,"protein_coding",-5.2789436,1.3e-07,0.007992008,0.031513041,"rs6938026",2.36e-11,1.03800401411895e-06,1.96623788543024e-05,9.1e-07
"ENSG00000166710","Developmental","SCZ","isoTWAS","B2M","ENST00000544417",15,44711358,44718851,"protein_coding",4.119013317,3.8e-05,0.043956044,0.01376382,"rs2412823",2.46e-11,0.000269951591558585,0.00168409305611287,0.000304
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000382044",15,43403061,43510728,"protein_coding",-5.272712403,1.34e-07,0.042957043,0.041879745,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,4.02e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000414758",15,43403061,43510728,"protein_coding",5.73825095,9.57e-09,0.03996004,0.071447481,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,8.613e-08
"ENSG00000168803","Developmental","SCZ","isoTWAS","ADAL","ENST00000562188",15,43330672,43354569,"protein_coding",5.226701831,1.73e-07,0.032967033,0.025519687,"rs2412823",2.46e-11,1.19620083667455e-06,2.2292708202183e-05,1.038e-06
"ENSG00000168781","Developmental","SCZ","isoTWAS","PPIP5K1","ENST00000381885",15,43533462,43590208,"protein_coding",5.657194074,1.54e-08,0.032967033,0.032312505,"rs2412823",2.46e-11,1.33491037614541e-09,5.55260787644606e-08,2.002e-07
"ENSG00000137822","Developmental","SCZ","isoTWAS","TUBGCP4","ENST00000564079",15,43369221,43409771,"protein_coding",-6.252478415,4.04e-10,0.008991009,0.011090349,"rs2412823",2.46e-11,2.40996256987145e-09,9.55636017571384e-08,2.02e-09
"ENSG00000137842","Developmental","SCZ","isoTWAS","TMEM62","ENST00000565291",15,43123279,43185144,"protein_coding",-5.647082044,1.63e-08,0.003996004,0.027798869,"rs2412823",2.46e-11,1.54605943709589e-08,5.02049361273451e-07,8.15e-08
"ENSG00000168781","Developmental","SCZ","isoTWAS","PPIP5K1","ENST00000427877",15,43533462,43590208,"protein_coding",-6.48242537,9.03e-11,0.001998002,0.031807853,"rs2412823",2.46e-11,1.33491037614541e-09,5.55260787644606e-08,1.2642e-09
"ENSG00000159459","Developmental","SCZ","isoTWAS","UBR1","ENST00000290650",15,42942897,43106113,"protein_coding",-4.142153209,3.44e-05,0.000999001,0.126300546,"rs2412823",2.46e-11,1.31854848246368e-08,4.40580827297751e-07,0.0003096
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000434595",15,43403061,43510728,"protein_coding",-5.572440325,2.51e-08,0.000999001,0.012700865,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000411772",15,43403061,43510728,"protein_coding",5.572440325,2.51e-08,0.000999001,0.018267054,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000476454",15,43403061,43510728,"protein_coding",-5.572440325,2.51e-08,0.000999001,0.020549607,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000480860",15,43403061,43510728,"protein_coding",5.572440325,2.51e-08,0.000999001,0.028089198,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000572085",15,43403061,43510728,"protein_coding",-5.572440325,2.51e-08,0.000999001,0.031253627,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000382039",15,43403061,43510728,"protein_coding",5.572440325,2.51e-08,0.000999001,0.043005474,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000115825","Developmental","SCZ","isoTWAS","PRKD3","ENST00000379066",2,37250502,37324833,"protein_coding",-4.163042514,3.14e-05,0.020979021,0.046830003,"rs3770752",2.85e-11,4.50291198526254e-08,1.29772315232415e-06,0.0002198
"ENSG00000218739","Developmental","SCZ","isoTWAS","CEBPZOS","ENST00000392061",2,37196488,37216193,"protein_coding",-4.220359191,2.44e-05,0.016983017,0.051735694,"rs3770752",2.85e-11,1.84236393091942e-06,3.19376063169801e-05,0.000122
"ENSG00000115825","Developmental","SCZ","isoTWAS","PRKD3","ENST00000443187",2,37250502,37324833,"protein_coding",-5.827435969,5.63e-09,0.002997003,0.015188795,"rs3770752",2.85e-11,4.50291198526254e-08,1.29772315232415e-06,3.941e-08
"ENSG00000225151","Developmental","SCZ","isoTWAS","GOLGA2P7","ENST00000561015",15,84203866,84205319,"transcribed_unprocessed_pseudogene",5.1809895,2.21e-07,0.026973027,0.206266226,"rs11634320",2.87e-11,1.49741073683336e-07,3.72368441937652e-06,1.326e-06
"ENSG00000259986","Developmental","SCZ","isoTWAS","","ENST00000565495",15,83179182,83439445,"lncRNA",-5.504666463,3.7e-08,0.013986014,0.023140371,"rs12911210",3.03e-11,7.39997698720173e-08,2.00047284081154e-06,3.7e-08
"ENSG00000259308","Developmental","SCZ","isoTWAS","FABP5P8","ENST00000559181",15,83044368,83044771,"processed_pseudogene",-4.726438635,2.28e-06,0.030969031,0.028709104,"rs950169",3.2e-11,2.28000000007252e-06,3.84502821328845e-05,0
"ENSG00000256053","Developmental","SCZ","isoTWAS","COA8","ENST00000440963",14,103562960,103607523,"protein_coding",-5.396938289,6.78e-08,0.016983017,0.071882149,"rs8017993",4.52e-11,1.70436244791747e-12,1.38922755287576e-10,4.746e-07
"ENSG00000063177","Developmental","SCZ","isoTWAS","RPL18","ENST00000550671",19,48615328,48619184,"protein_coding",-4.49295703,7.02e-06,0.006993007,0.047965505,"rs6509439",4.67e-11,7.66764886798427e-05,0.000658585338373593,7.02e-05
"ENSG00000164086","Developmental","SCZ","isoTWAS","DUSP7","ENST00000469623",3,52048919,52056571,"protein_coding",6.581,4.67e-11,0.000999001,0.014597628,"rs1133415",4.67e-11,4.66999625208021e-11,2.87668204245506e-09,0
"ENSG00000112983","Developmental","SCZ","isoTWAS","BRD8","ENST00000460746",5,138139770,138178953,"protein_coding",-6.643285033,3.07e-11,0.043956044,0.011422014,"rs3849046",5.42e-11,1.07450014153759e-10,6.19334206581254e-09,3.991e-10
"ENSG00000112983","Developmental","SCZ","isoTWAS","BRD8","ENST00000428808",5,138139770,138178953,"protein_coding",-6.643285033,3.07e-11,0.03996004,0.035045804,"rs3849046",5.42e-11,1.07450014153759e-10,6.19334206581254e-09,3.991e-10
"ENSG00000112983","Developmental","SCZ","isoTWAS","BRD8","ENST00000515014",5,138139770,138178953,"protein_coding",-6.643285033,3.07e-11,0.031968032,0.023960748,"rs3849046",5.42e-11,1.07450014153759e-10,6.19334206581254e-09,3.991e-10
"ENSG00000112983","Developmental","SCZ","isoTWAS","BRD8","ENST00000402931",5,138139770,138178953,"protein_coding",6.643285033,3.07e-11,0.028971029,0.028144524,"rs3849046",5.42e-11,1.07450014153759e-10,6.19334206581254e-09,3.991e-10
"ENSG00000120727","Developmental","SCZ","isoTWAS","PAIP2","ENST00000507415",5,139341587,139369720,"protein_coding",-6.829029209,8.55e-12,0.000999001,0.019995719,"rs3849046",5.42e-11,3.00887000746209e-11,1.96599809920772e-09,5.985e-11
"ENSG00000120727","Developmental","SCZ","isoTWAS","PAIP2","ENST00000511381",5,139341587,139369720,"protein_coding",-6.836660711,8.11e-12,0.000999001,0.027243971,"rs3849046",5.42e-11,3.00887000746209e-11,1.96599809920772e-09,5.677e-11
"ENSG00000166261","Developmental","SCZ","isoTWAS","ZNF202","ENST00000529691",11,123723914,123741675,"protein_coding",3.514834857,0.000440028,0.038961039,0.031791694,"rs7927176",6.62e-11,0.00217959656192639,0.00726412526764342,0.00220014
"ENSG00000103495","Developmental","SCZ","isoTWAS","MAZ","ENST00000567444",16,29806106,29811164,"protein_coding",-6.274673662,3.5e-10,0.005994006,0.014980361,"rs12931955",7.17e-11,2.2105095214974e-14,2.54824379767475e-12,3.15e-09
"ENSG00000103495","Developmental","SCZ","isoTWAS","MAZ","ENST00000569978",16,29806106,29811164,"protein_coding",-6.274673662,3.5e-10,0.005994006,0.045742967,"rs12931955",7.17e-11,2.2105095214974e-14,2.54824379767475e-12,3.15e-09
"ENSG00000237037","Developmental","SCZ","isoTWAS","NDUFA6-DT","ENST00000610250",22,42090931,42137742,"lncRNA",6.92427193,4.38e-12,0.03996004,0.023233521,"rs1801311",9.61e-11,4.37999660394391e-11,2.73987461980817e-09,3.942e-11
"ENSG00000155511","Developmental","SCZ","isoTWAS","GRIA1","ENST00000448073",5,153489615,153813869,"protein_coding",-3.383127558,0.000716653,0.001998002,0.013023843,"rs17113771",1.08e-10,0.00118519262913398,0.00482903909154084,0.003583265
"ENSG00000064726","Developmental","SCZ","isoTWAS","BTBD1","ENST00000558344",15,83016423,83067252,"protein_coding",-6.427758937,1.29e-10,0.027972028,0.028981343,"rs1818950",1.15e-10,4.92510658528437e-10,2.36566354702097e-08,3.87e-10
"ENSG00000100197","Developmental","SCZ","isoTWAS","CYP2D6","ENST00000360124",22,42126499,42130865,"protein_coding",-6.586439605,4.5e-11,0.011988012,0.062613198,"rs6002621",1.69e-10,1.34998228378035e-10,7.59141605502823e-09,9e-11
"ENSG00000205702","Developmental","SCZ","isoTWAS","CYP2D7","ENST00000358097",22,42140203,42149455,"protein_coding",6.387,1.69e-10,0.000999001,0.014344137,"rs6002616",1.69e-10,8.4499985566109e-10,3.77012144094589e-08,6.76e-10
"ENSG00000204525","Developmental","SCZ","isoTWAS","HLA-C","ENST00000495835",6,31268749,31272130,"protein_coding",-6.917294092,4.6e-12,0.032967033,0.047033275,"rs614549",1.92e-10,3.20186220525582e-11,2.06699416522495e-09,2.76e-11
"ENSG00000204463","Developmental","SCZ","isoTWAS","BAG6","ENST00000362049",6,31639028,31652705,"protein_coding",7.337116181,2.18e-13,0.000999001,0.03838593,"rs614549",1.92e-10,9.23457735975901e-16,1.33068610722456e-13,3.488e-12
"ENSG00000093167","Developmental","SCZ","isoTWAS","LRRFIP2","ENST00000490597",3,37052626,37183689,"protein_coding",-3.525082132,0.000423352,0.046953047,0.046202998,"rs9811916",2.18e-10,0.00150360485566595,0.0056473536806127,0.00635028
"ENSG00000076242","Developmental","SCZ","isoTWAS","MLH1","ENST00000457004",3,36993350,37050846,"protein_coding",-3.762138107,0.000168467,0.028971029,0.016229525,"rs9811916",2.18e-10,4.91391728691404e-11,2.99266834315116e-09,0.003537807
"ENSG00000076242","Developmental","SCZ","isoTWAS","MLH1","ENST00000231790",3,36993350,37050846,"protein_coding",-4.181996447,2.89e-05,0.022977023,0.021652585,"rs9811916",2.18e-10,4.91391728691404e-11,2.99266834315116e-09,0.0006358
"ENSG00000279727","Developmental","SCZ","isoTWAS","LINC02033","ENST00000623207",3,36819276,36822498,"lncRNA",-4.377710534,1.2e-05,0.007992008,0.015600692,"rs9811916",2.18e-10,2.39966212236683e-05,0.000266906595402331,1.2e-05
"ENSG00000109332","Developmental","SCZ","isoTWAS","UBE2D3","ENST00000338145",4,102794383,102868896,"protein_coding",-6.064573605,1.32e-09,0.03996004,0.035457463,"rs13114738",2.31e-10,2.08397863604922e-08,6.58186520688814e-07,1.98e-08
"ENSG00000129116","Developmental","SCZ","isoTWAS","PALLD","ENST00000513245",4,168497052,168928457,"protein_coding",3.854379607,0.000116023,0.043956044,0.021019176,"rs4349564",2.79e-10,0.000308741717611891,0.00185674038694843,0.001392276
"ENSG00000129116","Developmental","SCZ","isoTWAS","PALLD","ENST00000511682",4,168497052,168928457,"protein_coding",4.139519689,3.48e-05,0.027972028,0.043965763,"rs4349564",2.79e-10,0.000308741717611891,0.00185674038694843,0.0004176
"ENSG00000196588","Developmental","SCZ","isoTWAS","MRTFA","ENST00000652095",22,40410281,40636719,"protein_coding",5.132389142,2.86e-07,0.041958042,0.040571165,"rs5750857",3.28e-10,9.49937560336753e-10,4.12777629891064e-08,2.288e-06
"ENSG00000100246","Developmental","SCZ","isoTWAS","DNAL4","ENST00000475512",22,38778508,38794198,"protein_coding",3.498809698,0.00046734,0.035964036,0.030202637,"rs5750857",3.28e-10,0.000467340000000023,0.00250460989446657,0
"ENSG00000100211","Developmental","SCZ","isoTWAS","CBY1","ENST00000492537",22,38656636,38673854,"protein_coding",3.796718618,0.000146624,0.017982018,0.021062857,"rs5750857",3.28e-10,0.000293325719725412,0.0017884336194365,0.000879744
"ENSG00000239900","Developmental","SCZ","isoTWAS","ADSL","ENST00000637666",22,40346461,40390463,"protein_coding",6.496565559,8.22e-11,0.010989011,0.037317979,"rs5750857",3.28e-10,8.53551406856809e-12,6.06848729306698e-10,1.1508e-09
"ENSG00000239900","Developmental","SCZ","isoTWAS","ADSL","ENST00000623978",22,40346461,40390463,"protein_coding",7.206830384,5.73e-13,0.003996004,0.027737372,"rs5750857",3.28e-10,8.53551406856809e-12,6.06848729306698e-10,8.022e-12
"ENSG00000100359","Developmental","SCZ","isoTWAS","SGSM3","ENST00000478085",22,40370591,40410289,"protein_coding",-5.894767461,3.75e-09,0.011988012,0.044835407,"rs5995992",3.5e-10,3.67382795711111e-09,1.40502154975868e-07,4.125e-08
"ENSG00000100359","Developmental","SCZ","isoTWAS","SGSM3","ENST00000480830",22,40370591,40410289,"protein_coding",5.588017385,2.3e-08,0.005994006,0.058849555,"rs5995992",3.5e-10,3.67382795711111e-09,1.40502154975868e-07,2.3e-07
"ENSG00000221983","Developmental","SCZ","isoTWAS","UBA52","ENST00000594527",19,18571730,18577550,"protein_coding",-6.263,3.78e-10,0.000999001,0.017884256,"rs4808931",3.78e-10,4.15798999908618e-09,1.56060001384307e-07,3.78e-09
"ENSG00000164068","Developmental","SCZ","isoTWAS","RNF123","ENST00000454491",3,49689538,49721529,"protein_coding",3.845942255,0.00012009,0.027972028,0.017711559,"rs11917680",4.16e-10,1.51988421655789e-10,8.42935098660751e-09,0.00036027
"ENSG00000114395","Developmental","SCZ","isoTWAS","CYB561D2","ENST00000419046",3,50350845,50358460,"protein_coding",-5.597146499,2.18e-08,0.022977023,0.03041764,"rs11917680",4.16e-10,8.71705797228511e-08,2.30630489532311e-06,6.54e-08
"ENSG00000214706","Developmental","SCZ","isoTWAS","IFRD2","ENST00000492387",3,50287732,50292918,"protein_coding",-4.375310503,1.21e-05,0.017982018,0.027450075,"rs11917680",4.16e-10,1.07195259882376e-09,4.6133981313111e-08,7.26e-05
