Gene,Dataset,Trait,Method,HGNC,Transcript,Chromosome,Start,End,Biotype,Z,P,"Permutation P",R2,"Top GWAS SNP","Top GWAS P",Screen.P,"Screening Adjusted P","Confirmation P"
ENSG00000206814,Developmental,CDG,isoTWAS,,ENST00000384087,5,17117576,17117686,misc_RNA,3.334916541,0.00085325,0.047952048,0.014146772,rs6866941,5.46E-05,0.000853250000000053,0.00384976285993873,0
ENSG00000076944,Developmental,ICV,isoTWAS,STXBP2,ENST00000602355,19,7636772,7647873,protein_coding,3.377958742,0.00073026,0.001998002,0.013649095,rs6510959,5.48E-05,1.20368736569042E-06,2.24063557034345E-05,0.00438156
ENSG00000130772,Developmental,CDG,isoTWAS,MED18,ENST00000373842,1,28329002,28335965,protein_coding,-5.42441999,5.81E-08,0.003996004,0.022403847,rs2298896,5.48E-05,1.74297012203845E-07,4.23004433076368E-06,1.162E-07
ENSG00000132676,Developmental,SCZ,isoTWAS,DAP3,ENST00000465375,1,155687960,155739010,protein_coding,-3.825331271,0.000130596,0.012987013,0.029031086,rs11804928,5.51E-05,8.55062605448214E-08,2.26971305745538E-06,0.002089536
ENSG00000132676,Developmental,SCZ,isoTWAS,DAP3,ENST00000477394,1,155687960,155739010,protein_coding,5.846023673,5.03E-09,0.000999001,0.027961974,rs11804928,5.51E-05,8.55062605448214E-08,2.26971305745538E-06,8.048E-08
ENSG00000079459,Developmental,BP,isoTWAS,FDFT1,ENST00000623368,8,11795573,11839304,protein_coding,3.472910333,0.000514847,0.025974026,0.017305521,rs899366,5.58E-05,0.000380463373541591,0.00215147105311413,0.0047303
ENSG00000164733,Developmental,BP,isoTWAS,CTSB,ENST00000420692,8,11842524,11869533,protein_coding,3.684248739,0.000229378,0.04995005,0.020702538,rs899366,5.58E-05,0.000978446454195852,0.00422818671343508,0.003670048
ENSG00000152492,Developmental,BP,isoTWAS,CCDC50,ENST00000460064,3,191329085,191398659,protein_coding,-3.931274918,8.45E-05,0.004995005,0.01699353,rs779318,5.58E-05,0.000252408572267109,0.00160315700425772,0.000169
ENSG00000269755,Developmental,SCZ,isoTWAS,,ENST00000598753,19,12433103,12484816,protein_coding,3.759001159,0.000170593,0.021978022,0.152180653,rs8103241,5.63E-05,0.00017059300000005,0.001201229437115,0
ENSG00000095059,Developmental,SCZ,isoTWAS,DHPS,ENST00000597152,19,12675717,12681880,protein_coding,3.801510502,0.000143817,0.01998002,0.01694151,rs8103241,5.63E-05,0.000929798125432039,0.0040789789670458,0.002157255
ENSG00000161860,Developmental,SCZ,isoTWAS,SYCE2,ENST00000293695,19,12898786,12919293,protein_coding,4.481063041,7.43E-06,0.007992008,0.035222596,rs8103241,5.63E-05,1.48074021339623E-05,0.00018063239836736,7.43E-06
ENSG00000105576,Developmental,SCZ,isoTWAS,TNPO2,ENST00000356861,19,12699201,12724011,protein_coding,4.063183107,4.84E-05,0.006993007,0.020198929,rs8103241,5.63E-05,7.25598655417192E-07,1.45833582811682E-05,0.0003872
ENSG00000180855,Developmental,SCZ,isoTWAS,ZNF443,ENST00000301547,19,12429706,12441021,protein_coding,-3.402666882,0.000667316,0.000999001,0.222298868,rs8103241,5.63E-05,0.000276028337870652,0.00171293670223671,0.000667316
ENSG00000121753,Developmental,PTSD,isoTWAS,ADGRB2,ENST00000436464,1,31727117,31764893,protein_coding,-3.324708761,0.000885109,0.007992008,0.014909614,rs12076706,5.65E-05,0.00394204340461377,0.010738835038639,0.00885109
ENSG00000284543,Developmental,PTSD,isoTWAS,LINC01226,ENST00000639946,1,31506226,31583306,lncRNA,3.661668047,0.000250578,0.004995005,0.015149515,rs12076706,5.65E-05,0.000711036495267466,0.00338408080127444,0.000501156
ENSG00000116497,Developmental,PTSD,isoTWAS,S100PBP,ENST00000525203,1,32816767,32858875,protein_coding,4.210838171,2.54E-05,0.000999001,0.021115231,rs12076706,5.65E-05,0.000277923005649579,0.00172083169616848,0.0002794
ENSG00000124493,Developmental,AN,isoTWAS,GRM4,ENST00000609278,6,34018643,34155622,protein_coding,-4.036588105,5.42E-05,0.035964036,0.049273802,rs4713674,5.67E-05,1.17041512893077E-05,0.000148852086413032,0.0002168
ENSG00000124493,Developmental,AN,isoTWAS,GRM4,ENST00000545715,6,34018643,34155622,protein_coding,-4.144664977,3.4E-05,0.006993007,0.046171614,rs4713674,5.67E-05,1.17041512893077E-05,0.000148852086413032,0.00017
ENSG00000154556,Developmental,CDG,isoTWAS,SORBS2,ENST00000428330,4,185585444,185956652,protein_coding,-4.022,5.77E-05,0.000999001,0.016555313,rs13105379,5.77E-05,0.000242977119741812,0.00155735017295993,0.0016733
ENSG00000154556,Developmental,CDG,isoTWAS,SORBS2,ENST00000421420,4,185585444,185956652,protein_coding,4.022,5.77E-05,0.000999001,0.025543298,rs13105379,5.77E-05,0.000242977119741812,0.00155735017295993,0.0016733
ENSG00000154556,Developmental,CDG,isoTWAS,SORBS2,ENST00000421639,4,185585444,185956652,protein_coding,4.022,5.77E-05,0.000999001,0.029784368,rs13105379,5.77E-05,0.000242977119741812,0.00155735017295993,0.0016733
ENSG00000154556,Developmental,CDG,isoTWAS,SORBS2,ENST00000419063,4,185585444,185956652,protein_coding,4.022,5.77E-05,0.000999001,0.03042824,rs13105379,5.77E-05,0.000242977119741812,0.00155735017295993,0.0016733
ENSG00000154556,Developmental,CDG,isoTWAS,SORBS2,ENST00000478461,4,185585444,185956652,protein_coding,-4.022,5.77E-05,0.000999001,0.035611936,rs13105379,5.77E-05,0.000242977119741812,0.00155735017295993,0.0016733
ENSG00000154556,Developmental,CDG,isoTWAS,SORBS2,ENST00000418609,4,185585444,185956652,protein_coding,4.022,5.77E-05,0.000999001,0.044110166,rs13105379,5.77E-05,0.000242977119741812,0.00155735017295993,0.0016733
ENSG00000154556,Developmental,CDG,isoTWAS,SORBS2,ENST00000462661,4,185585444,185956652,protein_coding,4.022,5.77E-05,0.000999001,0.045538604,rs13105379,5.77E-05,0.000242977119741812,0.00155735017295993,0.0016733
ENSG00000136100,Developmental,SCZ,isoTWAS,VPS36,ENST00000497149,13,52412602,52450634,protein_coding,-4.067802444,4.75E-05,0.012987013,0.02080335,rs7337857,5.77E-05,0.000138008500266486,0.00102030196326194,0.0003325
ENSG00000136114,Developmental,SCZ,isoTWAS,THSD1,ENST00000258613,13,52377167,52416373,protein_coding,4.159249224,3.19E-05,0.011988012,0.033833272,rs7337857,5.77E-05,5.03911638556083E-05,0.000476149293598163,3.19E-05
ENSG00000133104,Developmental,MDD,isoTWAS,SPART,ENST00000650221,13,36301638,36370180,protein_coding,-3.460874933,0.000538423,0.041958042,0.015555093,rs2296968,5.8E-05,0.00078924605761179,0.00364349031001049,0.004307384
ENSG00000122257,Developmental,CDG,isoTWAS,RBBP6,ENST00000562683,16,24537693,24572863,protein_coding,3.808711615,0.000139693,0.014985015,0.027089639,rs12445528,5.8E-05,0.000997181334306307,0.00428132736216267,0.000977851
ENSG00000164398,Developmental,CortTH,isoTWAS,ACSL6,ENST00000651427,5,131949973,132012243,protein_coding,4.397754237,1.09E-05,0.030969031,0.028223034,rs3891636,5.8E-05,0.000104407386696161,0.000827618277941721,0.000109
ENSG00000283549,Developmental,NTSM,isoTWAS,,ENST00000469183,7,7640752,8004053,lncRNA,3.299521322,0.000968499,0.002997003,0.033690102,rs10236714,5.8E-05,0.000968499000000049,0.00420515668546866,0
ENSG00000271337,Developmental,MDD,isoTWAS,NDE1P2,ENST00000605569,13,36804198,36805302,processed_pseudogene,3.305495287,0.000948087,0.010989011,0.020457015,rs2296968,5.8E-05,0.000948087000000035,0.00414104901028432,0
ENSG00000151364,Developmental,NTSM,isoTWAS,KCTD14,ENST00000533144,11,78015715,78046191,protein_coding,-3.366824006,0.000760392,0.040959041,0.040050798,rs2511162,5.84E-05,0.000760392000000032,0.00355091622916682,0
ENSG00000204842,Developmental,ADHD,isoTWAS,ATXN2,ENST00000550236,12,111443485,111599676,protein_coding,-3.527718628,0.000419157,0.022977023,0.040637792,rs876896,5.87E-05,0.000469275290619632,0.00251198471486243,0.00838314
ENSG00000173064,Developmental,ADHD,isoTWAS,HECTD4,ENST00000547519,12,112160188,112382439,protein_coding,3.924779586,8.68E-05,0.018981019,0.016094392,rs876896,5.87E-05,0.00109927816063517,0.00458667275969262,0.0010416
ENSG00000008118,Developmental,NTSM,isoTWAS,CAMK1G,ENST00000651530,1,209583714,209613939,protein_coding,3.950075202,7.81E-05,0.012987013,0.014683524,rs11119414,5.89E-05,0.000307220592950194,0.00185054712052243,0.0002343
ENSG00000112130,Developmental,CDG,isoTWAS,RNF8,ENST00000498460,6,37353979,37394734,protein_coding,-3.312327151,0.000925233,0.031968032,0.02089465,rs6923132,5.92E-05,0.00249690796439535,0.00797803453885372,0.006476631
ENSG00000235823,Developmental,MDD,isoTWAS,OLMALINC,ENST00000668101,10,100373099,100454043,lncRNA,-3.585852916,0.000335978,0.014985015,0.027881804,rs7068215,5.92E-05,0.00346132198108152,0.00990146815420057,0.004031736
ENSG00000052723,Developmental,AN,isoTWAS,SIKE1,ENST00000510745,1,114769479,114780685,protein_coding,3.47940261,0.000502533,0.013986014,0.025496066,rs1113207,5.92E-05,0.00115711325065747,0.00475061072306308,0.003015198
ENSG00000196072,Developmental,MDD,isoTWAS,BLOC1S2,ENST00000361832,10,100273280,100286680,protein_coding,-3.464653089,0.000530916,0.020979021,0.012420986,rs7068215,5.92E-05,1.82756187853784E-06,3.17492154550293E-05,0.002123664
ENSG00000224934,Developmental,MDD,isoTWAS,GOT1-DT,ENST00000416191,10,99430915,99463259,lncRNA,-3.838114491,0.000123983,0.003996004,0.046294627,rs7068215,5.92E-05,0.000601760762552989,0.00299101230269254,0.000495932
ENSG00000186073,Developmental,CDG,isoTWAS,CDIN1,ENST00000643822,15,36579626,36810248,protein_coding,-3.849761957,0.000118233,0.044955045,0.020285414,rs1402392,5.94E-05,0.000440428636348474,0.0024045250549112,0.001300563
ENSG00000186073,Developmental,CDG,isoTWAS,CDIN1,ENST00000566621,15,36579626,36810248,protein_coding,3.907966041,9.31E-05,0.036963037,0.019100959,rs1402392,5.94E-05,0.000440428636348474,0.0024045250549112,0.0010241
ENSG00000109016,Developmental,SCZ,isoTWAS,DHRS7B,ENST00000581020,17,21123364,21193265,protein_coding,3.508739457,0.000450236,0.035964036,0.057053242,rs2526478,5.94E-05,0.00272177282068886,0.00845882756655065,0.004052124
ENSG00000148516,Developmental,NTSM,isoTWAS,ZEB1,ENST00000560909,10,31318495,31529814,protein_coding,-3.574622735,0.000350733,0.00999001,0.043814047,rs11008642,5.97E-05,0.00291224979899547,0.00884792696646619,0.006313194
ENSG00000129084,Developmental,BP,isoTWAS,PSMA1,ENST00000528018,11,14504874,14643635,protein_coding,-3.404265615,0.000663422,0.010989011,0.049960329,rs10832294,6E-05,0.00339893304069781,0.00978162987585984,0.00331711
ENSG00000164169,Developmental,NTSM,isoTWAS,PRMT9,ENST00000510269,4,147637785,147684163,protein_coding,-3.635293293,0.000277665,0.00999001,0.034137917,rs1512329,6.05E-05,0.000788783443857456,0.00364343903847037,0.00055533
ENSG00000164168,Developmental,NTSM,isoTWAS,TMEM184C,ENST00000296582,4,147617386,147672044,protein_coding,3.643322206,0.000269142,0.012987013,0.016537669,rs1512329,6.05E-05,0.00078912997879147,0.00364349031001049,0.000538284
ENSG00000143514,Developmental,CDG,isoTWAS,TP53BP2,ENST00000464172,1,223779893,223845954,protein_coding,-3.878582553,0.000105067,0.004995005,0.035247827,rs1108087,6.07E-05,0.000746700895809923,0.00350248580850696,0.000735469
ENSG00000143756,Developmental,CDG,isoTWAS,FBXO28,ENST00000424254,1,224114111,224162047,protein_coding,4.01,6.07E-05,0.000999001,0.019814033,rs1108087,6.07E-05,0.000286703922968475,0.00175602072591583,0.0002428
ENSG00000162909,Developmental,CDG,isoTWAS,CAPN2,ENST00000492565,1,223701593,223776018,protein_coding,4.32416866,1.53E-05,0.015984016,0.211557834,rs1108087,6.07E-05,0.000105130789694618,0.000832021057011925,0.0001224
ENSG00000085760,Developmental,SCZ,isoTWAS,MTIF2,ENST00000441307,2,55236595,55269347,protein_coding,4.261184136,2.03E-05,0.044955045,0.012833859,rs354232,6.07E-05,0.000177988362460233,0.00123603880453773,0.0001624
ENSG00000176101,Developmental,BP,isoTWAS,SSNA1,ENST00000464553,9,137188660,137190370,protein_coding,-3.912563598,9.13E-05,0.000999001,0.025445732,rs1531165,6.1E-05,0.000261016589397223,0.00164167838514489,0.0001826
ENSG00000116584,Developmental,SCZ,isoTWAS,ARHGEF2,ENST00000465079,1,155946851,156007070,protein_coding,3.798075419,0.000145824,0.038961039,0.035854652,rs490498,6.1E-05,0.00102789150571878,0.00438054951433731,0.002479008
ENSG00000284194,Developmental,CDG,isoTWAS,SCO2,ENST00000395693,22,50523568,50526461,protein_coding,4.110247722,3.95E-05,0.025974026,0.019457313,rs9616204,6.12E-05,7.87572852107264E-05,0.000673589732917813,3.95E-05
ENSG00000275004,Developmental,BV,isoTWAS,ZNF280B,ENST00000626650,22,22484421,22508742,protein_coding,4.28616468,1.82E-05,0.000999001,0.01258171,rs9607210,6.15E-05,3.637437011489E-05,0.000368515981973767,1.82E-05
ENSG00000214078,Developmental,BP,isoTWAS,CPNE1,ENST00000475146,20,35626031,35664956,protein_coding,-4.15155239,3.3E-05,0.003996004,0.028200878,rs6088615,6.23E-05,0.000174873059237802,0.00121965268065639,0.000726
ENSG00000088340,Developmental,BP,isoTWAS,FER1L4,ENST00000613061,20,35558737,35607562,transcribed_unitary_pseudogene,3.716212514,0.000202232,0.010989011,0.06262639,rs6088615,6.23E-05,0.000313258216132754,0.00187058462985784,0.000606696
ENSG00000214078,Developmental,BP,isoTWAS,CPNE1,ENST00000437340,20,35626031,35664956,protein_coding,-4.399514533,1.08E-05,0.020979021,0.053763968,rs6088615,6.23E-05,0.000174873059237802,0.00121965268065639,0.0002376
ENSG00000126005,Developmental,BP,isoTWAS,MMP24OS,ENST00000566203,20,35201745,35278131,protein_coding,4.219823599,2.44E-05,0.007992008,0.037908855,rs6088615,6.23E-05,0.000163038972271219,0.00116172749469891,0.0002196
ENSG00000131069,Developmental,BP,isoTWAS,ACSS2,ENST00000493250,20,34872146,34927962,protein_coding,4.225618815,2.38E-05,0.005994006,0.022638779,rs6088615,6.23E-05,0.00018772750724336,0.00128378569466126,0.0001666
ENSG00000061656,Developmental,BP,isoTWAS,SPAG4,ENST00000498203,20,35615829,35621094,protein_coding,-4.153107787,3.28E-05,0.023976024,0.02113229,rs6088615,6.23E-05,6.54578668182823E-05,0.000584952664773122,0.0001312
ENSG00000125970,Developmental,BP,isoTWAS,RALY,ENST00000489384,20,33993646,34108308,protein_coding,4.33283306,1.47E-05,0.003996004,0.024411768,rs6088615,6.23E-05,9.78871660298317E-05,0.000789470373339446,0.0001029
ENSG00000181027,Developmental,MDD,isoTWAS,FKRP,ENST00000593877,19,46746046,46776988,protein_coding,3.707188758,0.000209573,0.011988012,0.015404679,rs11083841,6.25E-05,0.000239378707687808,0.00153963488047802,0.002305303
ENSG00000170464,Developmental,NTSM,isoTWAS,DNAJC18,ENST00000506870,5,139408588,139444491,protein_coding,3.912983394,9.12E-05,0.012987013,0.042427068,rs2436391,6.25E-05,1.88099185330367E-10,1.00640155637618E-08,0.0006384
ENSG00000137821,Developmental,BV,isoTWAS,LRRC49,ENST00000559670,15,70853239,71053658,protein_coding,4.203162894,2.63E-05,0.002997003,0.026446218,rs2415104,6.25E-05,0.000493038299494274,0.00260825135276667,0.0004997
ENSG00000181027,Developmental,MDD,isoTWAS,FKRP,ENST00000600872,19,46746046,46776988,protein_coding,4.189584476,2.79E-05,0.004995005,0.072965375,rs11083841,6.25E-05,0.000239378707687808,0.00153963488047802,0.0003348
ENSG00000147684,Developmental,BV,isoTWAS,NDUFB9,ENST00000517830,8,124539101,124580648,protein_coding,3.318504717,0.000905008,0.030969031,0.030541315,rs7007115,6.28E-05,0.00410229337472228,0.0110157706705942,0.003620032
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000420765,15,43533462,43590208,protein_coding,3.45930965,0.000541562,0.000999001,0.021463877,rs28495368,6.28E-05,1.33491037614541E-09,5.55260787644606E-08,0.002166248
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000334933,15,43533462,43590208,protein_coding,3.443131006,0.000575021,0.000999001,0.039931155,rs28495368,6.28E-05,1.33491037614541E-09,5.55260787644606E-08,0.002166248
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000437065,15,43533462,43590208,protein_coding,3.966022108,7.31E-05,0.000999001,0.012939964,rs28495368,6.28E-05,1.33491037614541E-09,5.55260787644606E-08,0.0005848
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000348806,15,43533462,43590208,protein_coding,-3.966022108,7.31E-05,0.000999001,0.01724388,rs28495368,6.28E-05,1.33491037614541E-09,5.55260787644606E-08,0.0005848
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000488768,15,43533462,43590208,protein_coding,3.966022108,7.31E-05,0.000999001,0.029279408,rs28495368,6.28E-05,1.33491037614541E-09,5.55260787644606E-08,0.0005848
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000360135,15,43533462,43590208,protein_coding,3.966022108,7.31E-05,0.000999001,0.050638592,rs28495368,6.28E-05,1.33491037614541E-09,5.55260787644606E-08,0.0005848
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000472547,15,43533462,43590208,protein_coding,-4.043951233,5.26E-05,0.000999001,0.036374765,rs28495368,6.28E-05,1.33491037614541E-09,5.55260787644606E-08,0.0004734
ENSG00000113327,Developmental,SCZ,isoTWAS,GABRG2,ENST00000639549,5,162000057,162162977,protein_coding,3.463675638,0.000532849,0.006993007,0.018533428,rs41330247,6.31E-05,0.00287689173916692,0.00878028664493473,0.007459886
ENSG00000100479,Developmental,CDG,isoTWAS,POLE2,ENST00000556937,14,49643555,49688422,protein_coding,3.363222527,0.000770382,0.014985015,0.017561489,rs4309322,6.33E-05,2.03538340228669E-05,0.000234229486206053,0.006163056
ENSG00000197776,Developmental,CDG,isoTWAS,KLHDC1,ENST00000359332,14,49693105,49753150,protein_coding,3.729381668,0.00019195,0.004995005,0.15933988,rs4309322,6.33E-05,0.00057244791391821,0.00289920920147847,0.0003839
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000566179,16,71729000,71809201,protein_coding,-3.998,6.39E-05,0.000999001,0.016466918,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.0008307
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000564155,16,71729000,71809201,protein_coding,3.998,6.39E-05,0.000999001,0.022662449,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.0008307
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000563259,16,71729000,71809201,protein_coding,3.961965617,7.43E-05,0.000999001,0.028564104,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.0008307
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000299980,16,71729000,71809201,protein_coding,3.998,6.39E-05,0.000999001,0.029222566,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.0008307
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000569975,16,71729000,71809201,protein_coding,3.998,6.39E-05,0.000999001,0.036307055,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.0008307
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000565009,16,71729000,71809201,protein_coding,3.998,6.39E-05,0.000999001,0.03879345,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.0008307
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000569748,16,71729000,71809201,protein_coding,4.062313897,4.86E-05,0.000999001,0.018983395,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.000736
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000450149,16,71729000,71809201,protein_coding,-4.075046983,4.6E-05,0.000999001,0.020129207,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.000736
ENSG00000166747,Developmental,NTSM,isoTWAS,AP1G1,ENST00000570297,16,71729000,71809201,protein_coding,-4.053058362,5.06E-05,0.000999001,0.020623587,rs6499513,6.39E-05,7.40753877433968E-05,0.000642398002574251,0.000736
ENSG00000253869,Developmental,SCZ,isoTWAS,PIGFP1,ENST00000519180,5,178922064,178922716,processed_pseudogene,-3.323824079,0.000887922,0.01998002,0.119108164,rs340111,6.39E-05,0.000887922000000006,0.00395206099227802,0
ENSG00000170899,Developmental,CDG,isoTWAS,GSTA4,ENST00000370963,6,52977948,52995304,protein_coding,3.62133775,0.000293084,0.001998002,0.164618161,rs4712005,6.42E-05,0.000873073732952666,0.00391153563124311,0.000586168
ENSG00000112144,Developmental,CDG,isoTWAS,CILK1,ENST00000350082,6,53001279,53061824,protein_coding,3.629233434,0.000284264,0.04995005,0.034985839,rs4712005,6.42E-05,0.000564900557756998,0.00286786099453922,0.000284264
ENSG00000112183,Developmental,CDG,isoTWAS,RBM24,ENST00000509686,6,17281361,17293871,protein_coding,4.244490605,2.19E-05,0.001998002,0.039029428,rs3793118,6.44E-05,0.000171688785075377,0.00120368605661664,0.0001533
ENSG00000124789,Developmental,CDG,isoTWAS,NUP153,ENST00000613258,6,17615035,17706925,protein_coding,-3.996,6.44E-05,0.000999001,0.044631573,rs3793118,6.44E-05,0.00012482900346555,0.000947418412440099,6.44E-05
ENSG00000213625,Developmental,NTSM,isoTWAS,LEPROT,ENST00000613538,1,65420587,65436007,protein_coding,-3.434271324,0.000594149,0.017982018,0.042747072,rs7548408,6.52E-05,9.44153145304236E-05,0.000770747982400864,0.001782447
ENSG00000213625,Developmental,NTSM,isoTWAS,LEPROT,ENST00000371065,1,65420587,65436007,protein_coding,4.218502777,2.46E-05,0.012987013,0.023235546,rs7548408,6.52E-05,9.44153145304236E-05,0.000770747982400864,7.38E-05
ENSG00000112541,Developmental,ADHD,isoTWAS,PDE10A,ENST00000650117,6,165327287,165988117,protein_coding,-3.32267435,0.000891589,0.004995005,0.024012798,rs9355514,6.55E-05,0.00302960448159334,0.00907307231924937,0.009807479
ENSG00000249803,Developmental,CDG,isoTWAS,,ENST00000653158,5,136466645,136521432,lncRNA,3.357060002,0.00078776,0.036963037,0.020241131,rs10463927,6.55E-05,0.00108568494441896,0.0045447817429981,0.00157552
ENSG00000136100,Developmental,CDG,isoTWAS,VPS36,ENST00000492650,13,52412602,52450634,protein_coding,4.10003918,4.13E-05,0.005994006,0.012681124,rs9568807,6.55E-05,0.000138008500266486,0.00102030196326194,0.0002891
ENSG00000136114,Developmental,CDG,isoTWAS,THSD1,ENST00000648254,13,52377167,52416373,protein_coding,3.846366381,0.000119882,0.020979021,0.047393022,rs9568807,6.55E-05,5.03911638556083E-05,0.000476149293598163,0.000119882
ENSG00000197168,Developmental,CDG,isoTWAS,NEK5,ENST00000529080,13,52033611,52129092,protein_coding,3.910393336,9.21E-05,0.013986014,0.039317949,rs9568807,6.55E-05,0.000184118426132989,0.00126629366599632,9.21E-05
ENSG00000214253,Developmental,SCZ,isoTWAS,FIS1,ENST00000482199,7,101239458,101252316,protein_coding,-3.456252908,0.000547741,0.011988012,0.029965925,rs4637750,6.58E-05,0.00310078452475522,0.00921103652586498,0.003286446
ENSG00000121716,Developmental,SCZ,isoTWAS,PILRB,ENST00000455145,7,100352176,100367831,protein_coding,-3.89191198,9.95E-05,0.010989011,0.033971614,rs4637750,6.58E-05,4.40949062912394E-06,6.55896490907201E-05,0.0002985
ENSG00000171444,Developmental,SCZ,isoTWAS,MCC,ENST00000408903,5,113022106,113488823,protein_coding,4.192623651,2.76E-05,0.000999001,0.04323083,rs17337236,6.58E-05,0.000136532593729278,0.00101217249894204,0.0001104
ENSG00000280173,Developmental,SCZ,isoTWAS,,ENST00000624214,3,47346950,47349073,TEC,3.497423143,0.000469776,0.00999001,0.01380839,rs6796490,6.61E-05,0.000469776000000032,0.00251383118832908,0
ENSG00000163832,Developmental,SCZ,isoTWAS,ELP6,ENST00000494161,3,47495640,47513712,protein_coding,-3.470859421,0.000518796,0.000999001,0.054366648,rs6796490,6.61E-05,0.00162983520629956,0.0059659583566497,0.005706756
ENSG00000169223,Developmental,ALZ,isoTWAS,LMAN2,ENST00000502721,5,177315805,177351840,protein_coding,-3.722548047,0.000197222,0.001998002,0.026545875,rs3805550,6.64E-05,0.00112463522589271,0.00465994554831386,0.00098611
ENSG00000164953,Developmental,MDD,isoTWAS,TMEM67,ENST00000475305,8,93754844,93819234,protein_coding,3.390797928,0.000696895,0.021978022,0.014322309,rs7015853,6.66E-05,0.00650240433103642,0.0148313009150632,0.00836274
ENSG00000188343,Developmental,MDD,isoTWAS,CIBAR1,ENST00000452913,8,93698561,93731527,protein_coding,-3.93986069,8.15E-05,0.005994006,0.0265409,rs7015853,6.66E-05,0.000561988939472945,0.0028557743999225,0.000489
ENSG00000099338,Developmental,BP,isoTWAS,CATSPERG,ENST00000467739,19,38335775,38370943,protein_coding,-3.372151097,0.000745835,0.041958042,0.01890527,rs2960340,6.69E-05,0.00499341805349098,0.0124634664344712,0.00596668
ENSG00000179134,Developmental,BP,isoTWAS,SAMD4B,ENST00000601613,19,39342421,39385710,protein_coding,-3.60734713,0.000309344,0.022977023,0.013773609,rs2960340,6.69E-05,0.00193689503263673,0.00672392964760685,0.001856064
ENSG00000144711,Developmental,ADHD,isoTWAS,IQSEC1,ENST00000648386,3,12897043,13283281,protein_coding,4.092940309,4.26E-05,0.001998002,0.043343926,rs765248,6.69E-05,0.000323837825761439,0.00191124205966242,0.0002982
ENSG00000180438,Developmental,ADHD,isoTWAS,TPRXL,ENST00000528312,3,13937273,14082811,transcribed_processed_pseudogene,3.810212927,0.000138847,0.000999001,0.028892228,rs765248,6.69E-05,0.000545097727658436,0.00279991477615516,0.000416541
ENSG00000104814,Developmental,BP,isoTWAS,MAP4K1,ENST00000396857,19,38587641,38618882,protein_coding,-3.938929364,8.18E-05,0.014985015,0.019697994,rs2960340,6.69E-05,0.000167640452450053,0.00118872990425808,0.000409
ENSG00000104825,Developmental,BP,isoTWAS,NFKBIB,ENST00000572515,19,38899700,38908893,protein_coding,-3.73787475,0.000185582,0.011988012,0.034112677,rs2960340,6.69E-05,0.000400138343409462,0.00223495375048594,0.000371164
ENSG00000261804,Developmental,PANIC,isoTWAS,,ENST00000566383,16,53373479,53385142,lncRNA,-3.709479041,0.000207686,0.010989011,0.024923568,rs28434124,6.69E-05,0.00020768599999998,0.00138334476021448,0
ENSG00000154832,Developmental,SCZ,isoTWAS,CXXC1,ENST00000591190,18,50282343,50287839,protein_coding,-4.054962422,5.01E-05,0.004995005,0.012329469,rs9956978,6.72E-05,0.000730852672295145,0.00345091611415194,0.0007014
ENSG00000143442,Developmental,BV,isoTWAS,POGZ,ENST00000271715,1,151402724,151459494,protein_coding,3.375557953,0.000736662,0.003996004,0.01142764,rs4537557,6.78E-05,0.00367795370230286,0.0102945086892549,0.01104993
ENSG00000143390,Developmental,BV,isoTWAS,RFX5,ENST00000437327,1,151340640,151347326,protein_coding,-3.396412157,0.000682755,0.000999001,0.02440551,rs4537557,6.78E-05,0.000346769051237806,0.00201181251116821,0.004779285
ENSG00000143418,Developmental,BV,isoTWAS,CERS2,ENST00000561294,1,150960583,150975003,protein_coding,3.483462067,0.000494973,0.000999001,0.048344131,rs4537557,6.78E-05,0.0005856314786593,0.00293890125437887,0.003464811
